age,revenu_mensuel,statut_marital,nombre_experiences_precedentes,annees_dans_l_entreprise,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,genre_m,heure_supplementaires_oui,domaine_etude_entrepreunariat,domaine_etude_infra & cloud,domaine_etude_marketing,domaine_etude_ressources humaines,domaine_etude_transformation digitale,poste_departement_cadre commercial_commercial,poste_departement_consultant_consulting,poste_departement_directeur technique_consulting,poste_departement_manager_consulting,poste_departement_représentant commercial_commercial,poste_departement_ressources humaines_ressources humaines,poste_departement_senior manager_commercial,poste_departement_senior manager_consulting,poste_departement_senior manager_ressources humaines,poste_departement_tech lead_consulting
47,6397,0,4,5,2,4,3,4,3,0.12,0,2,27,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
34,6274,0,1,6,4,3,4,3,3,0.22,0,5,2,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,19859,1,5,5,4,3,1,4,3,0.13,1,2,2,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36,7587,0,1,10,1,2,1,2,3,0.15,0,1,8,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52,4258,1,0,4,4,3,4,1,3,0.18,1,3,19,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,4364,2,3,2,1,1,4,1,3,0.14,1,2,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
29,4335,1,4,8,2,3,3,1,2,0.12,1,3,27,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
26,5326,0,6,4,4,2,1,3,2,0.17,0,2,8,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,3280,0,2,4,2,4,4,3,3,0.16,0,2,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,5485,2,9,5,4,3,1,2,3,0.11,2,4,19,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27,4342,1,0,4,3,3,4,2,3,0.19,1,3,8,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
37,2782,2,0,5,4,3,1,2,2,0.13,2,3,10,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,5980,0,6,15,1,4,1,4,3,0.12,0,2,2,4,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,4381,0,1,6,3,2,1,3,3,0.11,0,3,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,2572,1,1,3,1,3,4,2,2,0.16,1,1,8,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30,3833,1,3,2,4,1,3,3,3,0.21,2,2,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40,4244,1,1,8,3,4,2,4,3,0.24,1,2,2,2,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
34,6500,1,5,3,3,3,1,2,3,0.17,1,1,8,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
42,18430,2,1,24,2,3,4,2,2,0.13,1,4,8,3,2,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23,1601,1,1,0,3,4,1,3,3,0.21,2,2,6,3,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,2694,2,1,1,3,2,2,3,3,0.11,3,4,9,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
52,3149,1,8,5,4,3,3,2,3,0.2,1,3,11,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,17639,1,5,4,3,3,3,4,3,0.16,0,3,2,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29,2319,1,1,1,2,2,1,4,3,0.11,1,1,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
33,11691,1,0,13,3,3,3,4,4,0.11,0,3,7,3,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
33,5324,0,5,3,1,3,1,3,3,0.15,0,3,16,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
47,16752,1,1,26,3,3,4,3,2,0.11,1,3,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,5228,1,0,9,3,3,2,1,3,0.15,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2700,1,1,10,3,4,3,3,3,0.24,1,3,23,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,19246,0,7,31,4,3,2,4,3,0.12,0,2,2,4,1,13,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
35,2506,0,3,2,4,4,3,3,3,0.13,0,0,1,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6062,1,9,4,4,2,4,4,3,0.13,1,4,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,4382,0,6,2,3,3,3,4,2,0.17,0,3,2,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,2143,1,4,5,3,3,2,2,3,0.13,1,2,13,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32,6162,1,1,14,3,2,3,3,3,0.12,1,3,4,3,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40,5094,0,6,1,1,2,3,4,3,0.14,0,6,16,4,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
30,6877,0,5,0,3,2,4,2,2,0.24,0,4,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
45,2274,0,1,1,2,2,3,4,3,0.14,0,3,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4434,1,1,9,2,3,2,4,2,0.13,1,3,29,3,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,6288,2,2,4,1,2,1,3,2,0.15,1,3,12,3,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34,2553,0,1,5,3,2,4,3,3,0.16,0,3,16,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,7654,1,1,9,3,3,4,1,4,0.18,2,3,11,3,1,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
55,5160,0,4,9,3,3,4,3,2,0.16,0,3,2,1,1,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
43,17159,1,6,4,2,3,1,3,3,0.24,1,3,14,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
27,12808,2,1,9,3,2,4,2,3,0.16,1,3,5,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,10221,0,3,8,3,3,3,2,4,0.21,0,3,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,4779,1,1,8,2,3,2,1,3,0.2,0,2,2,4,1,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
34,3737,1,0,3,3,3,4,3,1,0.19,1,1,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26,2366,1,1,8,3,2,3,1,3,0.14,1,2,5,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,1706,1,1,0,4,3,4,3,2,0.11,3,6,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,16307,1,2,20,1,3,3,3,2,0.14,1,2,26,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,5933,0,9,5,4,3,2,4,2,0.12,0,2,4,3,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,3424,0,7,4,1,4,1,3,2,0.13,0,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,4037,2,1,9,1,4,1,1,3,0.22,1,5,1,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35,2559,0,1,6,3,2,1,4,2,0.11,0,3,27,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,6201,1,1,18,2,3,4,4,2,0.14,1,1,1,2,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
32,4403,2,2,5,2,3,4,3,2,0.11,1,3,13,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30,3761,2,9,5,2,2,4,2,2,0.12,1,3,5,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,10934,1,7,5,1,2,4,4,3,0.18,1,3,7,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
45,10761,2,4,5,4,3,1,3,3,0.12,1,2,9,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
32,5175,1,5,5,3,4,3,3,2,0.12,1,3,8,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,13826,1,3,9,3,2,4,3,3,0.22,0,3,25,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37,6334,2,4,1,4,2,3,4,3,0.19,2,2,16,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
28,4936,2,1,5,2,2,4,4,3,0.13,1,6,8,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22,4775,1,6,2,4,2,4,1,1,0.22,2,2,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2818,1,2,3,1,4,4,3,2,0.24,1,2,8,4,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
42,2515,0,5,2,2,3,4,4,3,0.14,0,2,2,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,2342,1,0,5,1,2,1,3,3,0.21,0,3,8,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25,4194,1,1,5,3,3,1,4,3,0.18,0,3,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,10685,1,1,17,4,2,3,2,3,0.2,1,2,9,3,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2022,2,1,10,4,3,2,1,2,0.19,1,3,25,4,2,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2314,2,0,3,4,3,4,2,3,0.12,1,2,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25,4256,1,1,5,3,2,1,1,4,0.12,0,1,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
49,3580,1,2,4,3,3,1,2,3,0.16,1,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3162,1,0,5,1,2,4,4,2,0.17,0,2,4,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
32,6524,1,1,10,2,3,2,4,3,0.14,1,3,5,2,2,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
38,2899,1,0,2,2,2,2,4,3,0.19,1,3,9,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
42,5231,1,2,5,3,4,4,2,2,0.13,1,1,3,3,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
31,2356,1,3,6,4,3,4,2,3,0.19,1,2,11,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2800,2,6,3,2,2,3,3,3,0.19,3,3,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53,11836,1,5,2,1,3,4,3,3,0.14,1,3,8,3,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35,10903,1,3,13,4,2,2,1,3,0.16,0,2,25,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2973,1,5,5,3,3,4,2,3,0.15,1,3,21,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53,14275,0,6,12,4,3,4,3,3,0.18,0,0,23,4,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
43,5562,1,4,5,4,3,4,2,2,0.13,1,2,1,3,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
47,4537,1,0,7,3,3,4,1,3,0.22,1,2,2,2,1,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
37,7642,0,1,10,1,3,2,4,3,0.13,0,2,19,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
50,17924,2,1,31,1,3,1,4,3,0.11,1,3,2,4,0,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39,5204,1,8,5,4,2,4,3,3,0.11,2,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33,2277,2,3,4,4,3,2,3,4,0.11,1,4,3,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32,2795,0,1,1,1,3,4,3,1,0.24,0,2,25,4,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
29,2532,2,6,4,1,2,4,3,3,0.14,3,5,7,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
44,2559,1,1,8,2,3,1,4,3,0.13,0,0,9,2,1,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4908,0,1,4,1,3,4,2,3,0.14,0,3,5,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
58,2380,2,9,1,4,2,4,4,2,0.14,1,3,2,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
43,4765,2,4,1,1,3,2,3,4,0.21,1,2,8,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20,2044,0,1,2,3,2,3,4,2,0.13,0,3,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,2693,0,1,1,4,3,4,1,2,0.19,0,3,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,6586,1,0,16,3,3,4,1,2,0.17,1,2,14,1,1,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
47,3294,0,1,3,4,2,4,1,2,0.18,0,3,2,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22,4171,1,0,3,2,3,3,1,4,0.19,1,3,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2778,2,4,7,2,1,4,3,2,0.13,1,1,2,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
28,2377,2,5,2,3,3,3,2,3,0.18,1,2,9,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,2404,1,7,2,4,3,1,4,1,0.21,0,2,6,3,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
27,2318,0,1,1,2,3,3,3,3,0.19,0,2,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2008,2,1,1,2,3,2,2,3,0.14,2,3,10,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
42,6244,0,7,5,3,2,3,1,3,0.17,0,6,14,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
33,2799,0,3,3,3,2,1,2,3,0.11,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,10552,2,2,6,3,2,2,4,3,0.13,1,3,5,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,2329,1,3,7,2,2,3,2,4,0.15,0,2,7,4,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35,4014,1,1,10,4,3,4,4,1,0.25,1,2,21,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49,7403,1,4,26,1,3,2,3,2,0.11,1,3,8,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,2259,1,4,0,4,3,3,1,2,0.17,2,2,20,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,6932,1,1,9,4,3,3,4,2,0.13,1,2,20,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36,4678,0,2,6,2,3,4,3,3,0.18,0,6,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,13582,1,1,15,4,3,1,2,3,0.13,1,3,1,3,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,2332,1,6,3,3,2,2,3,3,0.2,0,3,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25,2413,1,1,1,3,2,2,3,3,0.18,3,2,19,2,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
40,9705,2,2,1,1,2,2,2,2,0.12,1,2,10,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26,4294,0,1,7,3,2,1,2,3,0.12,0,2,1,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
41,4721,0,2,18,4,3,1,3,3,0.13,0,3,6,3,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
36,2519,0,4,11,3,3,3,3,3,0.21,0,6,2,4,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
19,2121,0,1,1,4,2,2,2,4,0.13,0,3,21,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,2973,0,1,1,1,3,1,2,3,0.19,0,2,4,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,5855,1,0,9,4,3,4,3,1,0.11,2,2,12,3,1,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
40,3617,2,8,1,4,3,2,4,3,0.14,1,2,9,4,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,6725,1,1,8,3,3,1,3,4,0.12,1,2,3,4,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,10325,1,1,16,3,2,4,1,3,0.11,1,6,3,1,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
33,6949,0,0,5,2,2,4,1,3,0.14,0,3,1,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
37,10609,1,5,14,1,2,3,3,1,0.11,0,2,1,4,1,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
45,4447,1,1,9,3,3,2,2,2,0.12,0,5,4,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
29,2157,1,1,3,3,3,4,2,3,0.15,1,5,20,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,4601,1,1,5,3,3,3,2,3,0.16,0,3,18,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52,17099,1,2,9,4,3,4,2,2,0.15,1,2,1,2,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58,2479,0,4,1,4,3,3,1,3,0.24,0,4,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,14852,2,6,17,3,3,3,3,4,0.13,1,3,2,2,1,15,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30,7264,2,5,8,3,3,3,1,4,0.11,1,2,8,2,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,5666,0,1,5,3,3,4,2,3,0.13,0,1,10,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,7823,2,6,10,4,3,4,2,3,0.13,1,2,3,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
39,7880,0,0,8,1,4,3,4,3,0.18,0,3,2,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
40,13194,0,4,1,2,4,2,4,2,0.16,0,2,24,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
47,5067,2,1,19,3,4,3,3,4,0.19,0,3,16,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,5079,2,4,7,1,3,4,4,3,0.13,2,3,8,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,2321,0,0,3,3,2,1,1,3,0.22,0,0,9,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,17444,0,1,10,4,3,3,4,3,0.11,0,2,17,3,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29,2404,0,6,0,4,2,1,3,3,0.2,0,5,10,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3452,0,3,3,2,3,4,1,3,0.18,0,4,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2270,2,3,5,4,3,4,4,3,0.14,2,2,1,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
50,17399,2,9,5,4,3,4,3,2,0.22,1,1,1,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
33,5488,1,1,6,3,4,2,1,3,0.13,1,2,1,4,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,19419,2,2,18,1,3,3,2,4,0.17,1,2,9,3,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
27,2811,1,9,2,3,3,2,2,3,0.14,1,2,16,4,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,3633,1,1,9,4,3,1,3,3,0.15,1,2,23,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
47,4163,0,1,9,4,3,4,3,3,0.17,0,0,4,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30,2132,1,4,5,1,3,3,2,3,0.11,0,2,22,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,13973,1,3,12,4,3,3,4,3,0.18,1,2,24,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2684,1,0,2,3,3,3,2,2,0.17,1,0,10,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46,10845,2,6,8,4,3,3,2,3,0.13,1,3,7,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24,4377,2,1,4,4,2,3,2,3,0.15,2,6,17,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35,3743,2,1,4,3,2,2,4,1,0.24,1,2,14,4,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,4148,1,1,4,3,3,1,3,3,0.12,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18,1051,0,1,0,2,3,4,4,3,0.15,0,2,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,10739,1,8,10,3,3,3,3,3,0.11,1,2,17,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,10388,2,1,16,3,3,3,3,2,0.11,1,3,25,4,1,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
30,11416,1,0,8,2,4,1,3,2,0.12,3,4,8,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20,2600,0,1,1,4,2,1,1,3,0.15,0,2,11,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,2422,0,0,3,2,3,2,1,3,0.17,0,3,5,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
26,5472,1,1,8,4,4,4,2,3,0.12,0,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,2451,1,1,4,2,1,1,1,2,0.15,1,3,8,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
48,4240,0,2,2,1,2,3,4,3,0.13,0,0,6,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
48,10999,0,7,15,3,2,3,2,3,0.14,0,3,4,4,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41,5003,0,6,2,4,3,3,2,3,0.14,0,6,7,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,12742,1,1,21,4,2,4,3,3,0.16,1,3,1,1,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27,4227,1,0,3,1,3,4,2,3,0.18,1,2,2,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,3917,2,1,3,2,3,4,1,2,0.2,1,4,10,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,18303,1,6,1,4,3,3,2,4,0.13,0,3,5,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,2380,1,4,1,1,3,4,2,3,0.18,0,5,9,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
59,13726,0,3,5,3,2,4,1,3,0.13,0,4,2,3,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,4777,1,5,1,1,1,2,1,1,0.15,0,2,11,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
55,6385,1,3,8,3,3,2,4,3,0.14,2,3,18,4,2,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
41,19973,2,1,21,2,1,3,2,3,0.22,2,3,7,1,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
38,6861,0,8,1,2,3,4,3,3,0.12,0,1,3,4,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26,4969,0,8,2,2,1,1,4,3,0.18,0,6,29,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52,19845,1,1,32,1,1,4,4,3,0.15,1,3,2,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,13320,1,3,12,4,4,4,3,3,0.18,1,2,28,3,1,11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
50,6347,1,0,18,4,3,3,1,3,0.12,1,3,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
36,2743,0,1,17,3,4,1,3,3,0.16,0,1,16,4,1,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
39,10880,0,1,21,4,3,1,3,3,0.13,0,2,22,3,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
33,2342,0,0,2,2,2,4,4,2,0.19,0,2,8,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
45,17650,1,3,9,4,3,4,2,4,0.13,1,4,11,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
32,4025,0,9,8,4,3,3,2,3,0.12,0,2,29,4,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
