id,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
1549,33,m,5207,marié(e),consulting,consultant,1,80,15,15,14,2,3,2,3,2,3,3,oui,0.12,non,1,3,1,28,4,infra & cloud,y,occasionnel,5,7
1550,40,m,16437,célibataire,ressources humaines,senior manager,1,80,21,21,7,3,3,4,4,4,3,4,oui,0.21,non,0,2,1,6,2,transformation digitale,y,occasionnel,7,7
1551,24,m,2296,divorcé(e),consulting,consultant,0,80,2,1,1,3,2,1,1,2,3,3,non,0.14,non,3,3,1,21,2,entrepreunariat,y,occasionnel,0,0
1552,40,m,4069,divorcé(e),consulting,manager,3,80,8,2,2,4,3,2,4,3,3,3,oui,0.18,non,0,2,1,8,2,infra & cloud,y,aucun,2,2
1553,45,m,7441,divorcé(e),consulting,manager,1,80,10,10,8,1,3,3,2,1,3,3,non,0.12,non,3,4,1,1,4,entrepreunariat,y,occasionnel,7,7
1554,35,f,2430,marié(e),commercial,représentant commercial,0,80,6,5,3,2,2,1,3,1,3,4,non,0.23,non,2,5,1,28,4,infra & cloud,y,occasionnel,4,2
1555,32,f,5878,marié(e),consulting,assistant de direction,3,80,12,7,1,4,2,2,2,1,3,3,non,0.12,non,1,2,1,5,2,infra & cloud,y,occasionnel,2,5
1556,36,m,2644,célibataire,commercial,représentant commercial,3,80,7,3,2,3,3,1,4,4,2,4,oui,0.21,non,0,3,1,2,4,infra & cloud,y,occasionnel,1,2
1557,48,f,6439,divorcé(e),commercial,cadre commercial,8,80,18,8,7,3,3,2,3,3,3,3,non,0.14,non,1,2,1,16,4,infra & cloud,y,occasionnel,7,7
1558,29,m,2451,marié(e),consulting,assistant de direction,6,80,5,1,0,3,4,1,3,1,2,3,non,0.18,non,2,2,1,9,3,infra & cloud,y,occasionnel,0,0
1560,33,m,6392,marié(e),commercial,cadre commercial,2,80,8,2,2,1,3,2,1,4,1,3,non,0.13,non,1,6,1,8,4,infra & cloud,y,occasionnel,2,2
1562,30,m,9714,marié(e),commercial,cadre commercial,1,80,10,10,8,2,2,2,1,4,3,3,non,0.11,oui,1,4,1,1,3,infra & cloud,y,occasionnel,6,7
1563,38,m,6077,marié(e),ressources humaines,ressources humaines,3,80,10,6,3,3,3,2,3,3,3,3,non,0.11,non,0,2,1,10,4,ressources humaines,y,frequent,1,2
1564,35,m,2450,célibataire,consulting,consultant,1,80,3,3,0,4,2,1,1,2,3,3,non,0.19,non,0,3,1,1,3,transformation digitale,y,occasionnel,1,2
1568,30,m,9250,marié(e),commercial,cadre commercial,3,80,9,4,2,3,3,3,2,2,3,3,non,0.12,non,1,3,1,29,4,entrepreunariat,y,occasionnel,1,3
1569,35,f,2074,divorcé(e),consulting,consultant,1,80,1,1,0,1,3,1,1,4,3,3,oui,0.12,oui,1,2,1,2,3,infra & cloud,y,occasionnel,0,0
1572,53,f,10169,marié(e),consulting,tech lead,0,80,34,33,7,3,2,3,4,2,3,3,non,0.16,oui,1,4,1,2,5,entrepreunariat,y,occasionnel,1,9
1573,38,m,4855,marié(e),consulting,tech lead,4,80,7,5,2,3,3,2,2,1,3,3,non,0.11,oui,2,2,1,2,3,transformation digitale,y,occasionnel,1,4
1574,32,m,4087,marié(e),consulting,assistant de direction,4,80,9,6,5,4,3,2,1,2,2,3,non,0.14,non,1,3,1,1,4,entrepreunariat,y,aucun,1,2
1576,48,f,2367,marié(e),consulting,assistant de direction,8,80,10,8,2,3,3,1,1,4,2,3,non,0.12,non,1,3,1,15,4,autre,y,occasionnel,7,6
1577,34,m,2972,célibataire,consulting,assistant de direction,1,80,1,1,0,1,3,1,4,3,1,3,non,0.13,non,0,4,1,7,4,transformation digitale,y,occasionnel,0,0
1578,55,m,19586,marié(e),commercial,senior manager,1,80,36,36,6,3,2,5,4,3,3,4,non,0.21,non,1,3,1,26,5,marketing,y,occasionnel,2,13
1580,34,m,5484,marié(e),consulting,assistant de direction,9,80,9,2,2,2,3,2,4,2,2,3,non,0.17,non,1,3,1,1,4,infra & cloud,y,occasionnel,2,1
1581,26,f,2061,marié(e),consulting,assistant de direction,1,80,1,1,0,1,3,1,4,1,3,4,non,0.21,non,0,5,1,3,3,infra & cloud,y,occasionnel,0,0
1582,38,m,9924,marié(e),commercial,cadre commercial,0,80,10,9,8,3,3,2,2,4,3,3,non,0.11,non,1,3,1,14,3,infra & cloud,y,occasionnel,7,7
1583,38,f,4198,célibataire,commercial,cadre commercial,2,80,8,3,2,2,3,2,2,2,4,3,non,0.12,non,0,5,1,16,3,infra & cloud,y,occasionnel,1,2
1585,36,f,6815,célibataire,commercial,cadre commercial,6,80,15,1,0,2,3,2,3,1,3,3,non,0.13,non,0,5,1,1,4,infra & cloud,y,occasionnel,0,0
1586,29,m,4723,célibataire,consulting,consultant,1,80,10,10,9,2,3,1,1,4,3,3,oui,0.18,non,0,3,1,3,1,transformation digitale,y,occasionnel,1,5
1587,35,f,6142,célibataire,consulting,manager,3,80,10,5,2,1,3,2,3,3,3,3,oui,0.16,non,0,4,1,10,4,transformation digitale,y,occasionnel,0,4
1588,39,m,8237,marié(e),commercial,cadre commercial,2,80,11,7,6,4,4,3,3,1,3,3,non,0.11,non,1,3,1,6,3,transformation digitale,y,occasionnel,7,6
1590,29,m,8853,divorcé(e),consulting,manager,1,80,6,6,4,1,3,2,4,4,4,3,non,0.19,non,1,0,1,2,1,infra & cloud,y,frequent,1,3
1591,50,m,19331,marié(e),commercial,senior manager,4,80,27,1,0,3,3,5,3,3,3,3,oui,0.16,non,1,2,1,9,3,marketing,y,occasionnel,0,0
1592,23,m,2073,marié(e),consulting,assistant de direction,2,80,4,2,2,4,4,1,3,4,3,3,non,0.16,non,1,2,1,10,3,entrepreunariat,y,occasionnel,2,2
1594,36,m,5562,marié(e),consulting,consultant,3,80,9,3,2,1,4,2,1,4,3,3,oui,0.13,non,1,3,1,6,4,infra & cloud,y,frequent,0,2
1595,42,m,19613,célibataire,consulting,senior manager,8,80,24,1,0,4,2,5,4,4,3,4,non,0.22,non,0,2,1,9,2,autre,y,occasionnel,0,1
1596,35,m,3407,marié(e),consulting,consultant,1,80,10,10,9,2,4,2,3,4,2,3,non,0.17,non,2,3,1,28,3,infra & cloud,y,occasionnel,6,8
1597,34,m,5063,marié(e),consulting,manager,1,80,8,8,2,4,2,2,3,2,2,3,non,0.14,non,1,3,1,10,4,entrepreunariat,y,frequent,7,7
1598,40,f,4639,marié(e),commercial,cadre commercial,1,80,5,5,4,4,3,2,1,3,3,3,non,0.15,non,1,2,1,14,2,infra & cloud,y,occasionnel,1,2
1599,43,m,4876,divorcé(e),consulting,consultant,5,80,8,6,4,4,4,1,2,3,3,3,non,0.12,non,1,0,1,27,3,entrepreunariat,y,occasionnel,0,2
1601,35,m,2690,marié(e),consulting,consultant,1,80,1,1,0,3,2,1,4,4,2,3,non,0.18,non,1,5,1,7,2,infra & cloud,y,occasionnel,0,1
1602,46,m,17567,célibataire,commercial,senior manager,1,80,27,26,0,4,4,4,1,2,1,3,non,0.15,non,0,5,1,1,4,infra & cloud,y,occasionnel,0,12
1604,28,m,2408,marié(e),consulting,consultant,1,80,1,1,1,3,3,1,2,3,3,3,oui,0.17,oui,3,3,1,24,3,transformation digitale,y,occasionnel,0,0
1605,22,f,2814,marié(e),consulting,assistant de direction,1,80,4,4,2,2,2,1,3,2,2,3,oui,0.14,non,0,2,1,26,2,autre,y,aucun,1,3
1606,50,m,11245,marié(e),consulting,manager,2,80,32,30,8,2,3,4,3,3,3,3,oui,0.15,non,1,3,1,20,5,transformation digitale,y,frequent,12,13
1607,32,f,3312,marié(e),consulting,assistant de direction,3,80,6,3,2,2,4,1,4,4,3,3,non,0.17,non,2,3,1,5,4,autre,y,occasionnel,0,2
1608,44,f,19049,divorcé(e),consulting,directeur technique,0,80,23,22,7,2,3,5,4,4,2,3,oui,0.14,non,1,4,1,7,3,transformation digitale,y,occasionnel,1,10
1609,30,m,2141,marié(e),consulting,assistant de direction,1,80,6,6,4,2,2,1,2,2,2,3,non,0.12,non,1,3,1,7,3,transformation digitale,y,occasionnel,1,1
1611,45,f,5769,célibataire,consulting,consultant,1,80,10,10,7,3,1,2,1,1,3,3,oui,0.14,non,0,3,1,5,5,transformation digitale,y,occasionnel,1,4
1612,45,m,4385,marié(e),commercial,cadre commercial,1,80,10,10,7,1,2,2,1,1,3,3,non,0.15,non,1,2,1,26,3,marketing,y,aucun,4,5
1613,31,m,5332,célibataire,commercial,cadre commercial,7,80,10,5,2,4,3,2,1,4,3,3,non,0.13,non,0,3,1,2,4,autre,y,frequent,0,3
1614,36,f,4663,marié(e),consulting,tech lead,9,80,7,3,2,3,3,2,3,2,3,3,oui,0.12,non,2,2,1,12,4,infra & cloud,y,occasionnel,1,1
1615,34,m,4724,divorcé(e),consulting,tech lead,1,80,9,9,7,3,4,2,4,1,3,3,non,0.13,non,1,3,1,10,4,infra & cloud,y,frequent,7,2
1617,49,f,3211,marié(e),consulting,consultant,1,80,10,9,6,3,3,1,1,4,2,3,non,0.14,non,1,3,1,25,4,infra & cloud,y,occasionnel,1,4
1618,39,m,5377,marié(e),consulting,tech lead,2,80,10,7,7,2,3,2,1,4,3,3,non,0.13,non,3,3,1,10,5,transformation digitale,y,occasionnel,7,7
1619,27,m,4066,divorcé(e),consulting,consultant,1,80,7,7,7,4,2,1,1,1,3,3,non,0.11,non,2,3,1,19,3,autre,y,occasionnel,0,7
1621,35,m,5208,marié(e),consulting,assistant de direction,1,80,16,16,15,2,4,2,1,4,3,3,non,0.11,non,0,2,1,18,5,infra & cloud,y,occasionnel,1,10
1622,28,f,4877,divorcé(e),consulting,tech lead,0,80,6,5,3,2,1,2,1,2,2,4,non,0.21,non,1,5,1,27,3,transformation digitale,y,occasionnel,0,0
1623,21,m,3117,célibataire,consulting,assistant de direction,1,80,3,2,2,3,3,1,4,3,3,3,non,0.18,non,0,2,1,5,1,transformation digitale,y,occasionnel,2,2
1624,18,f,1569,célibataire,commercial,représentant commercial,1,80,0,0,0,2,3,1,4,3,4,3,oui,0.12,oui,0,2,1,3,2,transformation digitale,y,frequent,0,0
1625,47,f,19658,marié(e),ressources humaines,senior manager,3,80,27,5,2,4,3,5,3,3,3,3,non,0.11,non,1,2,1,26,4,infra & cloud,y,occasionnel,1,0
1627,39,m,3069,divorcé(e),consulting,consultant,0,80,11,10,8,3,2,2,3,4,3,3,non,0.15,non,1,3,1,3,2,transformation digitale,y,occasionnel,0,7
1628,40,f,10435,marié(e),consulting,tech lead,1,80,18,18,15,1,2,3,3,4,3,3,non,0.13,non,2,2,1,15,3,infra & cloud,y,occasionnel,14,12
1630,35,f,4148,marié(e),consulting,manager,1,80,15,14,11,3,3,2,3,4,3,3,non,0.12,non,1,5,1,8,4,infra & cloud,y,aucun,2,9
1631,37,m,5768,marié(e),consulting,tech lead,3,80,9,4,3,3,3,2,3,1,2,3,non,0.17,non,3,2,1,19,3,infra & cloud,y,occasionnel,0,2
1633,39,f,5042,célibataire,consulting,tech lead,0,80,10,9,2,1,3,2,3,4,1,3,non,0.13,non,0,2,1,4,3,transformation digitale,y,frequent,3,8
1635,45,f,5770,divorcé(e),consulting,tech lead,1,80,10,10,7,4,2,2,4,1,3,3,non,0.19,non,2,3,1,2,2,autre,y,occasionnel,3,9
1638,38,f,7756,marié(e),consulting,tech lead,3,80,10,5,4,4,2,3,3,4,4,3,oui,0.19,non,1,6,1,2,2,transformation digitale,y,occasionnel,0,2
1639,35,m,10306,marié(e),commercial,cadre commercial,9,80,15,13,12,4,2,3,1,3,3,3,non,0.17,oui,0,3,1,10,3,transformation digitale,y,occasionnel,6,0
1640,37,f,3936,marié(e),consulting,assistant de direction,1,80,8,8,4,2,3,1,2,1,1,3,non,0.11,non,1,2,1,10,3,transformation digitale,y,occasionnel,7,7
1641,40,f,7945,célibataire,consulting,tech lead,6,80,18,4,2,3,3,3,4,4,2,3,oui,0.15,non,0,2,1,16,3,infra & cloud,y,occasionnel,3,3
1642,44,m,5743,marié(e),ressources humaines,ressources humaines,4,80,14,10,7,1,3,2,4,3,3,3,oui,0.11,non,0,3,1,1,5,ressources humaines,y,frequent,0,2
1644,48,m,15202,marié(e),consulting,senior manager,2,80,23,2,2,3,2,4,4,2,3,4,non,0.25,non,1,3,1,4,5,transformation digitale,y,frequent,2,2
1645,35,m,5440,divorcé(e),commercial,cadre commercial,6,80,7,2,2,1,1,2,4,4,2,3,oui,0.14,oui,2,2,1,15,2,transformation digitale,y,occasionnel,2,2
1646,24,f,3760,célibataire,consulting,assistant de direction,1,80,6,6,3,1,3,1,4,3,3,3,oui,0.13,non,0,2,1,2,1,entrepreunariat,y,frequent,1,3
1647,27,f,3517,marié(e),consulting,assistant de direction,7,80,5,3,2,2,4,1,3,1,3,3,non,0.17,non,0,0,1,8,3,transformation digitale,y,occasionnel,0,2
1648,27,m,2580,célibataire,consulting,assistant de direction,2,80,6,4,2,4,3,1,4,3,2,3,non,0.13,non,0,0,1,2,3,transformation digitale,y,frequent,1,2
1649,40,m,2166,célibataire,consulting,consultant,3,80,10,4,2,1,3,1,1,2,1,3,oui,0.14,oui,0,3,1,7,3,infra & cloud,y,occasionnel,0,3
1650,29,m,5869,célibataire,commercial,cadre commercial,9,80,8,5,2,3,2,2,3,3,3,3,non,0.11,non,0,2,1,10,3,transformation digitale,y,occasionnel,1,4
1651,36,f,8008,marié(e),consulting,manager,4,80,9,3,2,2,3,3,1,3,3,3,non,0.12,non,2,6,1,5,4,infra & cloud,y,occasionnel,0,2
1653,25,m,5206,divorcé(e),consulting,tech lead,1,80,7,7,7,4,4,2,3,3,3,3,non,0.17,non,2,6,1,2,1,infra & cloud,y,frequent,0,7
1654,39,m,5295,marié(e),consulting,tech lead,4,80,7,5,4,4,3,2,2,3,3,4,non,0.21,non,0,3,1,12,3,transformation digitale,y,occasionnel,1,0
1655,49,f,16413,marié(e),consulting,directeur technique,3,80,27,4,2,1,3,4,2,2,3,3,non,0.16,non,2,2,1,22,4,autre,y,occasionnel,1,2
1656,50,f,13269,divorcé(e),consulting,directeur technique,5,80,19,14,11,4,2,3,1,3,3,3,non,0.15,non,3,3,1,17,5,infra & cloud,y,occasionnel,1,11
1657,20,f,2783,célibataire,commercial,représentant commercial,1,80,2,2,2,3,3,1,3,1,3,3,non,0.19,non,0,3,1,2,3,transformation digitale,y,occasionnel,2,2
1658,34,f,5433,divorcé(e),consulting,assistant de direction,1,80,11,11,8,4,3,2,2,3,3,3,non,0.12,non,1,2,1,3,3,infra & cloud,y,occasionnel,7,9
1659,36,m,2013,célibataire,consulting,consultant,2,80,15,4,3,1,3,1,2,3,3,3,non,0.11,non,0,4,1,7,3,infra & cloud,y,occasionnel,1,3
1661,49,f,13966,marié(e),consulting,manager,2,80,30,15,11,3,2,4,3,2,3,3,oui,0.19,non,1,3,1,6,1,infra & cloud,y,occasionnel,2,12
1662,36,f,4374,marié(e),consulting,tech lead,0,80,4,3,2,4,2,2,3,3,3,3,non,0.15,non,0,6,1,1,4,transformation digitale,y,aucun,1,2
1664,36,m,6842,divorcé(e),consulting,manager,6,80,13,5,4,4,4,2,1,1,3,4,non,0.2,non,1,3,1,3,2,infra & cloud,y,occasionnel,0,4
1665,54,f,17426,marié(e),consulting,senior manager,3,80,36,10,8,2,3,4,3,3,3,4,non,0.25,non,1,6,1,22,5,transformation digitale,y,occasionnel,4,7
1666,43,m,17603,marié(e),consulting,directeur technique,1,80,14,14,10,3,2,4,3,1,3,4,non,0.24,non,1,3,1,15,2,infra & cloud,y,occasionnel,6,11
1667,35,m,4581,célibataire,commercial,cadre commercial,3,80,13,11,9,4,3,2,4,1,4,4,oui,0.24,oui,0,2,1,12,4,autre,y,frequent,6,7
1668,38,m,4735,marié(e),consulting,assistant de direction,7,80,19,13,11,4,3,2,4,4,4,3,non,0.15,non,2,4,1,1,3,infra & cloud,y,frequent,2,9
1669,29,m,4187,divorcé(e),commercial,cadre commercial,1,80,10,10,0,1,2,2,2,2,2,3,oui,0.13,non,1,3,1,5,3,transformation digitale,y,occasionnel,0,9
1670,33,m,5505,divorcé(e),commercial,cadre commercial,1,80,6,6,2,4,3,2,4,3,3,3,non,0.14,non,2,5,1,2,4,transformation digitale,y,occasionnel,0,4
1671,32,m,5470,divorcé(e),consulting,assistant de direction,0,80,10,9,5,4,3,2,2,3,2,3,non,0.13,non,2,4,1,2,3,transformation digitale,y,occasionnel,1,6
1673,31,f,5476,marié(e),commercial,cadre commercial,1,80,10,10,0,1,3,2,4,1,3,3,non,0.11,non,2,2,1,5,4,infra & cloud,y,occasionnel,0,2
1674,49,f,2587,divorcé(e),consulting,consultant,4,80,17,2,2,4,3,1,1,2,2,3,oui,0.16,non,1,2,1,16,3,transformation digitale,y,occasionnel,2,2
1675,38,f,2440,célibataire,consulting,consultant,1,80,4,4,3,4,2,1,2,2,3,4,non,0.22,non,0,3,1,2,3,transformation digitale,y,frequent,3,3
1676,47,f,15972,divorcé(e),commercial,senior manager,6,80,29,3,2,2,4,4,2,3,3,3,non,0.14,non,3,2,1,2,4,infra & cloud,y,occasionnel,1,2
1677,49,m,15379,célibataire,consulting,senior manager,4,80,23,8,7,3,3,4,3,1,3,3,non,0.14,non,0,2,1,1,3,infra & cloud,y,occasionnel,0,0
1678,41,m,7082,célibataire,commercial,cadre commercial,3,80,21,2,0,4,3,3,3,4,3,3,oui,0.16,non,0,2,1,23,2,infra & cloud,y,occasionnel,0,2
1680,20,m,2728,célibataire,commercial,représentant commercial,1,80,2,2,2,4,3,1,1,1,3,3,non,0.11,non,0,3,1,9,1,infra & cloud,y,occasionnel,0,2
1681,33,f,5368,divorcé(e),commercial,cadre commercial,1,80,7,6,5,3,3,2,4,3,3,4,oui,0.25,non,1,2,1,16,3,infra & cloud,y,aucun,1,2
1682,36,m,5347,marié(e),consulting,manager,6,80,10,3,2,1,3,2,3,2,2,3,non,0.14,non,2,2,1,26,4,infra & cloud,y,occasionnel,0,2
1683,44,f,3195,divorcé(e),ressources humaines,ressources humaines,4,80,8,2,2,3,3,1,4,1,3,3,oui,0.18,non,3,2,1,1,3,infra & cloud,y,occasionnel,2,2
1684,23,m,3989,célibataire,consulting,consultant,1,80,5,5,4,4,2,1,3,1,3,3,oui,0.11,oui,0,2,1,8,1,transformation digitale,y,occasionnel,1,2
1687,38,f,3306,marié(e),consulting,consultant,7,80,7,0,0,4,3,1,3,4,2,3,non,0.19,non,1,5,1,4,2,transformation digitale,y,occasionnel,0,0
1689,53,m,7005,marié(e),consulting,manager,3,80,11,4,3,2,4,3,4,3,3,3,non,0.15,non,0,2,1,24,4,transformation digitale,y,occasionnel,1,2
1691,48,f,2655,marié(e),commercial,représentant commercial,2,80,19,9,7,4,3,1,3,3,3,3,oui,0.11,oui,2,3,1,7,2,transformation digitale,y,frequent,7,7
1692,32,m,1393,célibataire,consulting,consultant,1,80,1,1,0,4,3,1,2,1,3,3,non,0.12,oui,0,2,1,2,4,infra & cloud,y,occasionnel,0,0
1693,26,m,2570,célibataire,consulting,consultant,1,80,7,7,7,4,3,1,4,3,3,4,non,0.2,non,0,5,1,7,3,transformation digitale,y,aucun,5,7
1694,55,m,3537,divorcé(e),consulting,assistant de direction,5,80,8,4,2,1,2,1,2,4,3,3,non,0.12,non,1,1,1,22,3,entrepreunariat,y,occasionnel,1,2
1696,34,m,3986,marié(e),consulting,consultant,1,80,15,15,10,2,2,2,4,3,4,3,non,0.14,non,1,3,1,5,2,transformation digitale,y,occasionnel,4,13
1697,60,m,10883,divorcé(e),consulting,manager,3,80,19,1,0,3,1,3,4,3,4,4,non,0.2,non,1,2,1,1,4,transformation digitale,y,occasionnel,0,0
1698,33,m,2028,marié(e),consulting,consultant,1,80,14,14,11,2,4,1,2,4,3,3,non,0.18,non,3,6,1,21,3,transformation digitale,y,occasionnel,2,13
1700,37,m,9525,divorcé(e),commercial,cadre commercial,1,80,6,6,3,3,1,2,4,3,2,3,non,0.14,non,2,2,1,1,4,transformation digitale,y,frequent,1,3
1701,34,f,2929,marié(e),consulting,assistant de direction,1,80,10,10,9,2,2,1,4,2,3,3,non,0.12,non,0,3,1,19,3,infra & cloud,y,occasionnel,8,7
1702,23,m,2275,divorcé(e),commercial,représentant commercial,1,80,3,3,2,3,3,1,4,2,3,4,oui,0.21,oui,1,2,1,7,3,infra & cloud,y,occasionnel,0,2
1703,44,f,7879,marié(e),consulting,manager,1,80,9,8,7,3,4,3,4,2,3,3,oui,0.19,non,1,2,1,2,3,infra & cloud,y,occasionnel,6,7
1704,35,m,4930,célibataire,consulting,assistant de direction,0,80,6,5,4,1,2,1,4,3,4,3,oui,0.14,non,0,2,1,2,4,transformation digitale,y,frequent,1,4
1706,43,m,7847,marié(e),commercial,cadre commercial,1,80,10,10,9,4,3,2,4,1,3,3,oui,0.17,non,1,3,1,2,3,transformation digitale,y,occasionnel,8,8
1707,24,m,4401,marié(e),consulting,assistant de direction,1,80,5,5,3,3,4,1,3,4,3,3,non,0.16,non,1,1,1,9,3,transformation digitale,y,occasionnel,0,4
1708,41,m,9241,célibataire,commercial,cadre commercial,1,80,10,10,8,4,3,3,3,2,3,3,non,0.12,non,0,3,1,6,3,marketing,y,occasionnel,8,7
1709,29,f,2974,marié(e),consulting,consultant,9,80,9,5,3,4,3,1,3,3,3,3,non,0.17,non,1,2,1,9,4,transformation digitale,y,occasionnel,1,2
1710,36,f,4502,célibataire,commercial,représentant commercial,3,80,17,13,7,3,3,2,4,3,2,3,non,0.15,non,0,2,1,2,4,infra & cloud,y,occasionnel,6,7
1712,45,m,10748,marié(e),consulting,manager,3,80,25,23,15,3,2,3,3,4,2,4,non,0.23,non,1,3,1,1,1,infra & cloud,y,aucun,14,4
1714,24,m,1555,marié(e),ressources humaines,ressources humaines,1,80,1,1,0,4,1,1,3,3,3,3,non,0.11,oui,1,2,1,22,1,ressources humaines,y,occasionnel,0,0
1716,47,m,12936,marié(e),commercial,cadre commercial,7,80,25,23,5,3,1,4,3,3,1,3,non,0.11,oui,0,3,1,9,3,infra & cloud,y,frequent,14,10
1718,26,m,2305,marié(e),consulting,consultant,1,80,3,3,2,4,1,1,3,3,4,3,non,0.15,non,3,3,1,17,4,transformation digitale,y,occasionnel,0,2
1719,45,f,16704,célibataire,consulting,directeur technique,1,80,21,21,6,4,2,4,2,3,3,3,non,0.11,non,0,2,1,28,2,entrepreunariat,y,occasionnel,8,6
1720,32,m,3433,marié(e),consulting,assistant de direction,6,80,10,5,2,1,3,1,3,1,2,3,non,0.13,non,1,3,1,10,3,infra & cloud,y,frequent,1,3
1721,31,m,3477,marié(e),consulting,consultant,1,80,6,5,2,2,3,1,3,4,4,3,non,0.14,non,1,2,1,2,4,infra & cloud,y,occasionnel,0,3
1722,41,m,6430,marié(e),ressources humaines,ressources humaines,6,80,10,3,2,3,1,2,2,2,3,3,non,0.19,non,1,4,1,4,3,ressources humaines,y,aucun,1,2
1724,40,f,6516,marié(e),consulting,tech lead,2,80,18,1,0,2,3,2,1,2,3,3,oui,0.16,non,1,3,1,8,2,infra & cloud,y,occasionnel,0,0
1725,24,m,3907,divorcé(e),consulting,consultant,1,80,6,6,2,2,3,1,1,2,4,3,non,0.13,non,3,2,1,29,1,transformation digitale,y,occasionnel,1,2
1727,46,m,5562,célibataire,consulting,manager,6,80,19,10,7,3,3,2,2,4,3,3,non,0.14,non,0,3,1,13,4,infra & cloud,y,occasionnel,0,9
1728,35,m,6883,marié(e),consulting,tech lead,2,80,17,7,7,4,3,2,3,2,3,3,non,0.16,non,1,3,1,27,4,infra & cloud,y,occasionnel,0,7
1729,30,m,2862,marié(e),consulting,assistant de direction,1,80,10,10,0,2,3,1,4,2,2,3,non,0.12,non,1,2,1,16,1,infra & cloud,y,occasionnel,0,8
1731,47,m,4978,marié(e),commercial,cadre commercial,7,80,4,1,0,3,3,2,2,4,1,3,non,0.11,non,1,3,1,2,4,marketing,y,aucun,0,0
1732,46,m,10368,divorcé(e),commercial,cadre commercial,4,80,13,10,6,3,3,3,4,2,2,3,oui,0.12,non,1,5,1,2,3,infra & cloud,y,occasionnel,0,3
1733,36,m,6134,divorcé(e),commercial,cadre commercial,5,80,16,2,2,2,2,2,1,2,3,3,oui,0.13,oui,3,3,1,13,5,marketing,y,occasionnel,2,2
1734,32,m,6735,célibataire,commercial,cadre commercial,6,80,10,0,0,1,1,2,2,2,3,3,non,0.15,oui,0,2,1,1,2,infra & cloud,y,occasionnel,0,0
1735,23,f,3295,célibataire,consulting,consultant,1,80,3,3,2,3,3,1,2,3,1,3,non,0.13,non,0,3,1,4,1,transformation digitale,y,occasionnel,1,2
1736,31,f,5238,célibataire,consulting,tech lead,2,80,9,5,4,4,3,2,4,4,2,4,non,0.2,non,0,3,1,24,1,entrepreunariat,y,frequent,1,4
1737,39,m,6472,marié(e),consulting,consultant,1,80,9,9,8,4,3,2,4,4,3,3,oui,0.15,non,1,2,1,1,3,infra & cloud,y,aucun,5,8
1739,32,m,9610,marié(e),commercial,cadre commercial,3,80,10,4,3,4,1,3,3,3,1,3,non,0.13,non,1,2,1,19,3,infra & cloud,y,occasionnel,0,2
1740,40,m,19833,célibataire,commercial,senior manager,1,80,21,21,8,2,3,5,2,2,2,3,non,0.14,non,0,3,1,7,4,transformation digitale,y,occasionnel,12,8
1744,45,f,9756,marié(e),ressources humaines,ressources humaines,4,80,9,5,0,3,1,3,3,3,4,4,non,0.21,non,2,2,1,4,3,infra & cloud,y,occasionnel,0,3
1745,30,f,4968,célibataire,consulting,assistant de direction,0,80,10,9,7,4,2,1,1,4,3,3,non,0.16,non,0,2,1,2,4,entrepreunariat,y,frequent,0,7
1746,24,m,2145,marié(e),ressources humaines,ressources humaines,0,80,3,2,2,1,3,1,4,4,3,3,non,0.14,non,1,2,1,10,3,transformation digitale,y,frequent,2,1
1747,30,f,2180,divorcé(e),ressources humaines,ressources humaines,6,80,6,4,2,3,2,1,4,3,2,3,non,0.11,oui,1,0,1,8,3,ressources humaines,y,frequent,1,2
1749,31,m,8346,marié(e),commercial,cadre commercial,1,80,6,5,2,1,3,2,3,3,3,3,non,0.19,non,1,3,1,5,3,entrepreunariat,y,occasionnel,0,2
1751,27,f,3445,célibataire,consulting,assistant de direction,1,80,6,6,2,3,3,1,4,3,2,3,non,0.11,non,0,5,1,8,3,transformation digitale,y,occasionnel,1,4
1752,29,f,2760,célibataire,commercial,représentant commercial,1,80,2,2,2,2,1,1,2,3,3,3,non,0.13,oui,0,3,1,9,3,marketing,y,occasionnel,2,2
1753,29,m,6294,célibataire,consulting,manager,8,80,10,3,2,4,4,2,3,4,4,3,oui,0.12,non,0,5,1,1,3,infra & cloud,y,frequent,0,2
1754,30,m,7140,divorcé(e),commercial,cadre commercial,2,80,12,7,7,3,2,3,1,1,3,3,non,0.11,non,1,2,1,15,2,marketing,y,occasionnel,1,7
1755,34,m,2932,marié(e),consulting,assistant de direction,0,80,6,5,0,4,4,1,4,1,3,3,oui,0.14,non,3,3,1,2,4,transformation digitale,y,occasionnel,1,2
1756,33,f,5147,célibataire,commercial,cadre commercial,8,80,13,11,7,4,3,2,2,4,2,3,non,0.15,non,0,2,1,2,3,marketing,y,aucun,1,7
